Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82983;27/06/2000;0000;;28.6;;6.5;5.6;23.48;76.75;4.133333;
82983;27/06/2000;1200;0;;21;;;;;;
82983;28/06/2000;0000;;29.4;;9.4;4;24.08;59.75;3.6;
82983;28/06/2000;1200;7.6;;20.6;;;;;;
82983;29/06/2000;0000;;28;;9.5;7.2;23.46;65.25;3.3;
82983;29/06/2000;1200;0;;19.7;;;;;;
82983;30/06/2000;0000;;29.6;;7.9;5.8;25.06;59.5;3.866667;
82983;30/06/2000;1200;0;;20.9;;;;;;
82983;01/07/2000;0000;;29.6;;10;7.1;24.76;47;3.033333;
82983;01/07/2000;1200;0;;20.2;;;;;;
82983;02/07/2000;0000;;30.6;;10.8;9.7;24.52;47.25;3.566667;
82983;02/07/2000;1200;0;;19.6;;;;;;
82983;03/07/2000;0000;;28.4;;8;8.6;23.4;66.25;4.4;
82983;03/07/2000;1200;0;;19.4;;;;;;
82983;04/07/2000;0000;;27.2;;4.9;6.8;23.56;56.75;4.433333;
82983;04/07/2000;1200;0;;20;;;;;;
82983;05/07/2000;0000;;26.8;;1.8;6.6;23.28;60;3.266667;
82983;05/07/2000;1200;0;;20;;;;;;
82983;06/07/2000;0000;;29.6;;10.8;6.8;23.6;49;3.566667;
82983;06/07/2000;1200;0;;19;;;;;;
82983;07/07/2000;0000;;30;;10.7;8.4;24.16;48.75;3.866667;
82983;07/07/2000;1200;0;;18.6;;;;;;
82983;08/07/2000;0000;;28.8;;7.7;8.1;23.7;63.25;4.4;
82983;08/07/2000;1200;0;;19.3;;;;;;
82983;09/07/2000;0000;;29;;4.5;5.8;23.8;63;3.833333;
82983;09/07/2000;1200;0;;20;;;;;;
82983;10/07/2000;0000;;29.6;;7.1;5.9;24.86;55.25;4.4;
82983;10/07/2000;1200;0;;19.9;;;;;;
82983;11/07/2000;0000;;30.9;;10.3;8;25.68;55.5;3.833333;
82983;11/07/2000;1200;0;;21.3;;;;;;
82983;12/07/2000;0000;;31.1;;9.7;7.6;25.46;49.25;4.133333;
82983;12/07/2000;1200;0;;21.6;;;;;;
82983;13/07/2000;0000;;29.4;;6.8;9.2;24.52;61.75;3.033333;
82983;13/07/2000;1200;0;;21;;;;;;
82983;14/07/2000;0000;;30;;9;6;24.56;51.5;3.3;
82983;14/07/2000;1200;0;;19.8;;;;;;
82983;15/07/2000;0000;;30;;10.8;8.2;24.28;53.5;3.3;
82983;15/07/2000;1200;0;;19.4;;;;;;
82983;16/07/2000;0000;;32.6;;10.5;8.1;25.2;44;1.633333;
82983;16/07/2000;1200;0;;19.2;;;;;;
82983;17/07/2000;0000;;35.2;;10.3;6.1;27;42.5;1.633333;
82983;17/07/2000;1200;0;;19.2;;;;;;
82983;18/07/2000;0000;;32.6;;6.2;8;26.76;54.5;3.833333;
82983;18/07/2000;1200;0;;23.4;;;;;;
82983;19/07/2000;0000;;29.4;;8.3;8.2;25.36;;3.3;
82983;19/07/2000;1200;0;;22.2;;;;;;
82983;20/07/2000;0000;;31;;9;6.9;26.16;;2.9;
82983;20/07/2000;1200;0;;21.6;;;;;;
82983;21/07/2000;0000;;31.2;;9.9;7.7;25.68;;3.3;
82983;21/07/2000;1200;0;;21.6;;;;;;
82983;22/07/2000;0000;;29.8;;9.6;8.6;24.16;;3.7;
82983;22/07/2000;1200;0;;19.8;;;;;;
82983;23/07/2000;0000;;31.8;;10.8;7.1;25.32;;3.3;
82983;23/07/2000;1200;0;;20;;;;;;
82983;24/07/2000;0000;;32.6;;10.8;8.1;26.2;;3.3;
82983;24/07/2000;1200;0;;20.4;;;;;;
82983;25/07/2000;0000;;30.4;;10.8;8.9;25;;3.7;
82983;25/07/2000;1200;0;;20.4;;;;;;
82983;26/07/2000;0000;;30.4;;8.8;9.1;24.48;;3.7;
82983;26/07/2000;1200;0;;20;;;;;;
82983;27/07/2000;0000;;30.8;;10.8;8.6;25.16;;3.7;
82983;27/07/2000;1200;0;;20.8;;;;;;
82983;28/07/2000;0000;;28.4;;3;8.9;23.4;;3.7;
