Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82890;19/07/2000;1200;0;;18.5;;;;;;
82890;20/07/2000;0000;;26;;5;3.4;21.36;;3.966667;
82890;20/07/2000;1200;0;;18.9;;;;;;
82890;21/07/2000;0000;;24.8;;2.5;2.2;20.76;;3.033333;
82890;21/07/2000;1200;0;;17.7;;;;;;
82890;22/07/2000;0000;;26.3;;9.8;2.1;21.08;;4.633333;
82890;22/07/2000;1200;2.3;;18.4;;;;;;
82890;23/07/2000;0000;;26.4;;6.1;3.4;20.26;89.25;3.4;
82890;23/07/2000;1200;0;;14.5;;;;;;
82890;24/07/2000;0000;;28;;10.8;2.6;21.68;;3.066667;
82890;24/07/2000;1200;0.2;;17.9;;;;;;
82890;25/07/2000;0000;;26;;7;3.6;21.26;;4.566667;
82890;25/07/2000;1200;0;;18.8;;;;;;
82890;26/07/2000;0000;;24.3;;2.1;3.5;20.34;;3.966667;
82890;26/07/2000;1200;0;;18.4;;;;;;
82890;27/07/2000;0000;;25;;3.9;0.8;19.56;;4.733333;
82890;27/07/2000;1200;13.1;;17.5;;;;;;
