Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82797;23/06/2000;0000;;27.4;;7.4;2.5;23;;4.133333;
82797;23/06/2000;1200;0.2;;19.8;;;;;;
82797;24/06/2000;0000;;27.4;;8.8;3;;78;4.7;
82797;24/06/2000;1200;0;;19.8;;;;;;
82797;25/06/2000;0000;;23.8;;0;2.4;21.62;;2.7;
82797;25/06/2000;1200;0;;19.9;;;;;;
82797;26/06/2000;0000;;25.2;;1.1;2.4;;;3.466667;
82797;26/06/2000;1200;47.5;;19.8;;;;;;
82797;27/06/2000;0000;;25;;4.6;1;;;2.3;
82797;27/06/2000;1200;1;;19.3;;;;;;
82797;28/06/2000;0000;;26.6;;4.1;1.2;21.8;81.5;4.8;
82797;28/06/2000;1200;11.4;;19.3;;;;;;
82797;29/06/2000;0000;;26.8;;6.6;2;22.64;;3.3;
82797;29/06/2000;1200;0;;20.3;;;;;;
82797;30/06/2000;0000;;25.2;;3.9;2.5;;93.5;4.533333;
82797;30/06/2000;1200;0.3;;18.9;;;;;;
82797;01/07/2000;0000;;25.8;;2.9;0.5;22.14;;3.866667;
82797;01/07/2000;1200;11.9;;20.1;;;;;;
82797;02/07/2000;0000;;25.4;;5.7;1.8;21.84;;3.4;
82797;02/07/2000;1200;0.2;;19.1;;;;;;
82797;03/07/2000;0000;;23.2;;0;3;20.82;;3.3;
82797;03/07/2000;1200;0.8;;19.2;;;;;;
82797;04/07/2000;0000;;24.7;;2.5;1;;;4.066667;
82797;04/07/2000;1200;5.2;;18.2;;;;;;
82797;05/07/2000;0000;;24.2;;3.2;1.2;21.08;;4.966667;
82797;05/07/2000;1200;5.5;;19.8;;;;;;
82797;06/07/2000;0000;;24.8;;6.7;0.8;21;83.25;3.5;
82797;06/07/2000;1200;2.8;;17.9;;;;;;
82797;07/07/2000;0000;;25.4;;4.6;2.4;21.48;;4.1;
82797;07/07/2000;1200;0.3;;19;;;;;;
82797;08/07/2000;0000;;24.2;;2.8;1.3;20.92;;4.4;
82797;08/07/2000;1200;0.5;;19.1;;;;;;
82797;09/07/2000;0000;;26;;5.2;1.7;22.24;80.25;3.966667;
82797;09/07/2000;1200;0.5;;18.8;;;;;;
82797;10/07/2000;0000;;25.6;;2.6;2.4;21.98;90.75;4.4;
82797;10/07/2000;1200;0;;18.8;;;;;;
82797;11/07/2000;0000;;25.2;;0;1;22.14;;3.5;
82797;11/07/2000;1200;10.2;;20;;;;;;
82797;12/07/2000;0000;;26.2;;1.4;0.7;21.84;;3.933333;
82797;12/07/2000;1200;15.3;;19.1;;;;;;
82797;13/07/2000;0000;;27.2;;8.6;2.3;22.52;;3.933333;
82797;13/07/2000;1200;0.9;;18.9;;;;;;
82797;14/07/2000;0000;;25;;2.7;2.2;22.16;;4.133333;
82797;14/07/2000;1200;3;;19.5;;;;;;
82797;15/07/2000;0000;;25.4;;1.9;1;22.26;89;4.233333;
82797;15/07/2000;1200;8.7;;20.1;;;;;;
82797;16/07/2000;0000;;26.6;;6.4;1.2;22.24;86.75;3.4;
82797;16/07/2000;1200;8;;19.4;;;;;;
82797;17/07/2000;0000;;27.8;;5.4;1.8;22.72;;3.666667;
82797;17/07/2000;1200;0;;19.5;;;;;;
82797;18/07/2000;0000;;27.4;;8.5;2;22.56;;3.966667;
82797;18/07/2000;1200;0;;20;;;;;;
82797;19/07/2000;0000;;24;;5;3;21.34;;4.5;
82797;19/07/2000;1200;0;;18.8;;;;;;
82797;20/07/2000;0000;;26.4;;5.2;1.8;22.48;;4.233333;
82797;20/07/2000;1200;6.2;;19.9;;;;;;
82797;21/07/2000;0000;;24.6;;3.1;2;21.62;;4.466667;
82797;21/07/2000;1200;0.6;;20;;;;;;
82797;22/07/2000;0000;;27.8;;8.9;1.2;22.5;;4.833333;
82797;22/07/2000;1200;5;;19.9;;;;;;
82797;23/07/2000;0000;;27.2;;7.4;2;22.36;;3.733333;
82797;23/07/2000;1200;1.8;;18.9;;;;;;
82797;24/07/2000;0000;;27.4;;4.2;3.4;22.76;;3.666667;
82797;24/07/2000;1200;0.2;;19.9;;;;;;
82797;25/07/2000;0000;;27.2;;3.9;1.4;22.08;;2.966667;
82797;25/07/2000;1200;3.3;;19.1;;;;;;
82797;26/07/2000;0000;;26.8;;1.4;1.7;22.16;92.5;4.333333;
82797;26/07/2000;1200;16.3;;19.4;;;;;;
82797;27/07/2000;0000;;25.4;;4.9;1;21;;3.75;
82797;27/07/2000;1200;3;;19.3;;;;;;
82797;28/07/2000;0000;;26.8;;9.2;2.3;21.2;;4.866667;
82797;28/07/2000;1200;2.3;;17.9;;;;;;
82797;29/07/2000;0000;;25.4;;7.1;3.2;21.18;;4.333333;
82797;29/07/2000;1200;0.3;;16;;;;;;
82797;30/07/2000;0000;;26.2;;1.2;3.7;21.62;;3.966667;
82797;30/07/2000;1200;0;;18.1;;;;;;
82797;31/07/2000;0000;;24;;0;1.3;21.36;;2.333333;
82797;31/07/2000;1200;1.5;;19;;;;;;
82797;01/08/2000;0000;;23.8;;0;0.5;;93.75;3.4;
82797;01/08/2000;1200;8.3;;19.5;;;;;;
82797;02/08/2000;0000;;24;;2.7;1;;88.75;3;
82797;02/08/2000;1200;12.4;;18;;;;;;
